"Notes"	"Standard Residence Census Region"	"Standard Residence Census Region Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Year"	"Year Code"	"Month"	"Month Code"	Fetal Deaths
	"Census Region 1: Northeast"	"CENS-R1"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"August"	"8"	15
	"Census Region 1: Northeast"	"CENS-R1"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"September"	"9"	12
	"Census Region 1: Northeast"	"CENS-R1"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"November"	"11"	22
	"Census Region 1: Northeast"	"CENS-R1"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"December"	"12"	13
	"Census Region 1: Northeast"	"CENS-R1"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2020"	"2020"	"May"	"5"	11
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"January"	"1"	14
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"April"	"4"	10
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"May"	"5"	10
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"August"	"8"	11
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"October"	"10"	17
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"March"	"3"	10
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"June"	"6"	13
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"October"	"10"	10
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"June"	"6"	11
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"May"	"5"	12
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"December"	"12"	12
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"January"	"1"	36
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"February"	"2"	30
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"March"	"3"	35
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"April"	"4"	27
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"May"	"5"	28
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"June"	"6"	35
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"July"	"7"	31
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"August"	"8"	32
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"September"	"9"	20
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"October"	"10"	33
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"November"	"11"	26
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"December"	"12"	23
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"January"	"1"	18
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"February"	"2"	19
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"March"	"3"	34
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"April"	"4"	19
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"May"	"5"	36
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"June"	"6"	33
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"July"	"7"	32
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"August"	"8"	29
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"September"	"9"	25
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"October"	"10"	25
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"November"	"11"	14
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"December"	"12"	21
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"January"	"1"	38
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"February"	"2"	27
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"March"	"3"	25
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"April"	"4"	30
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"May"	"5"	29
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"June"	"6"	19
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"July"	"7"	24
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"August"	"8"	30
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"September"	"9"	17
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"October"	"10"	20
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"November"	"11"	27
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"December"	"12"	24
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"January"	"1"	27
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"February"	"2"	22
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"March"	"3"	27
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"April"	"4"	24
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"May"	"5"	16
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"June"	"6"	25
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"July"	"7"	22
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"August"	"8"	28
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"September"	"9"	25
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"October"	"10"	19
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"November"	"11"	35
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"December"	"12"	31
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"January"	"1"	53
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"February"	"2"	43
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"March"	"3"	47
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"April"	"4"	40
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"May"	"5"	48
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"June"	"6"	55
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"July"	"7"	35
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"August"	"8"	41
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"September"	"9"	37
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"October"	"10"	39
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"November"	"11"	47
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"December"	"12"	41
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"January"	"1"	38
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"February"	"2"	42
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"March"	"3"	53
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"April"	"4"	44
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"May"	"5"	47
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"June"	"6"	46
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"July"	"7"	43
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"August"	"8"	44
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"September"	"9"	36
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"October"	"10"	36
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"November"	"11"	35
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"December"	"12"	34
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"January"	"1"	43
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"February"	"2"	45
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"March"	"3"	36
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"April"	"4"	55
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"May"	"5"	43
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"June"	"6"	45
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"July"	"7"	38
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"August"	"8"	32
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"September"	"9"	27
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"October"	"10"	30
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"November"	"11"	31
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"December"	"12"	37
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"January"	"1"	44
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"February"	"2"	40
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"March"	"3"	38
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"April"	"4"	46
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"May"	"5"	39
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"June"	"6"	32
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"July"	"7"	44
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"August"	"8"	36
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"September"	"9"	42
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"October"	"10"	40
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"November"	"11"	45
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"December"	"12"	42
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"January"	"1"	52
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"February"	"2"	47
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"March"	"3"	58
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"April"	"4"	46
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"May"	"5"	49
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"June"	"6"	57
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"July"	"7"	54
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"August"	"8"	56
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"September"	"9"	48
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"October"	"10"	72
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"November"	"11"	54
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"December"	"12"	63
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"January"	"1"	47
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"February"	"2"	50
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"March"	"3"	52
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"April"	"4"	53
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"May"	"5"	56
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"June"	"6"	61
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"July"	"7"	59
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"August"	"8"	55
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"September"	"9"	51
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"October"	"10"	57
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"November"	"11"	45
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"December"	"12"	54
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"January"	"1"	55
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"February"	"2"	55
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"March"	"3"	61
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"April"	"4"	64
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"May"	"5"	46
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"June"	"6"	37
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"July"	"7"	51
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"August"	"8"	60
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"September"	"9"	49
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"October"	"10"	40
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"November"	"11"	48
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"December"	"12"	61
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"January"	"1"	55
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"February"	"2"	56
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"March"	"3"	67
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"April"	"4"	64
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"May"	"5"	66
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"June"	"6"	58
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"July"	"7"	57
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"August"	"8"	57
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"September"	"9"	61
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"October"	"10"	49
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"November"	"11"	54
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"December"	"12"	60
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"January"	"1"	33
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"February"	"2"	34
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"March"	"3"	44
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"April"	"4"	37
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"May"	"5"	44
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"June"	"6"	40
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"July"	"7"	32
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"August"	"8"	42
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"September"	"9"	22
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"October"	"10"	36
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"November"	"11"	43
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"December"	"12"	27
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"January"	"1"	28
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"February"	"2"	32
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"March"	"3"	52
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"April"	"4"	43
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"May"	"5"	43
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"June"	"6"	45
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"July"	"7"	37
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"August"	"8"	38
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"September"	"9"	47
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"October"	"10"	25
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"November"	"11"	38
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"December"	"12"	32
	"Census Region 1: Northeast"	"CENS-R1"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"January"	"1"	45
